id,Gender,Age,City,Profession,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Work/Study Hours,Financial Stress
58420,1,20,39,11,2,0,6,3,0,3,1,11,8,5
58423,1,34,14,11,4,0,9,2,0,3,1,0,6,1
58425,0,28,48,11,5,0,8,4,0,1,0,21,11,2
58439,0,24,2,11,3,0,7,2,0,0,0,27,6,3
58446,1,24,50,11,2,0,9,4,0,1,3,16,7,2
58454,1,28,2,11,3,0,7,4,0,0,0,2,5,1
58460,1,26,45,11,4,0,8,2,0,1,0,5,11,3
58462,0,18,11,11,1,0,5,1,0,3,3,11,9,5
58466,1,29,18,11,2,0,9,3,0,1,1,6,0,2
58468,0,34,17,11,1,0,8,2,0,3,1,2,12,1
58473,1,31,3,11,2,0,8,4,0,3,3,11,6,2
58481,1,25,29,11,3,0,6,3,0,0,3,1,3,5
58487,1,22,33,11,4,0,9,4,0,0,3,4,10,2
58489,0,30,5,11,5,0,8,5,0,3,0,5,0,5
58496,1,24,33,11,4,0,8,2,0,2,1,11,9,2
58502,1,24,6,11,5,0,5,4,0,2,3,16,7,1
58503,0,29,45,11,4,0,6,5,0,0,1,24,9,4
58506,0,24,14,11,4,0,9,2,0,2,1,0,11,3
58508,0,28,6,11,5,0,8,1,0,0,1,15,8,5
58509,1,24,14,11,4,0,8,2,0,2,0,22,3,3
58519,0,31,50,11,3,0,7,4,0,2,1,15,0,1
58521,0,24,50,11,5,0,5,1,0,1,1,0,10,3
58522,1,24,5,11,5,0,7,2,0,2,3,20,7,3
58526,0,25,6,11,3,0,7,2,0,1,0,1,6,1
58527,0,24,45,11,4,0,8,2,0,0,1,3,11,2
58539,1,28,3,11,2,0,8,2,0,3,0,7,4,4
58543,1,24,17,11,3,0,6,3,0,3,0,20,9,1
58554,1,33,29,11,2,0,7,4,0,2,3,17,10,1
58555,1,26,24,11,4,0,9,4,0,1,3,6,12,2
58557,0,20,45,11,3,0,8,4,0,0,1,11,9,3
58559,0,28,17,11,3,0,8,4,0,3,3,16,7,5
58565,1,31,8,11,3,0,7,4,0,1,3,2,11,5
58566,0,27,24,11,2,0,7,5,0,1,0,10,12,3
58569,1,25,2,11,5,0,5,4,0,2,0,12,2,4
58570,0,20,5,11,3,0,8,1,0,3,1,11,9,5
58588,1,32,39,11,3,0,8,1,0,0,3,21,8,5
58592,0,18,49,11,3,0,7,3,0,3,1,11,0,3
58595,0,26,39,11,4,0,8,1,0,2,3,7,6,1
58600,0,34,37,11,2,0,5,1,0,3,0,7,2,1
58601,1,33,8,11,1,0,6,5,0,2,1,14,6,1
58627,0,21,33,11,1,0,8,3,0,0,0,25,1,3
58630,0,29,25,11,3,0,9,3,0,3,1,18,4,5
58633,1,24,1,11,2,0,5,3,0,2,1,0,5,2
58636,1,18,9,11,1,0,7,5,0,0,1,11,12,5
58642,0,19,17,11,5,0,5,2,0,3,3,11,9,2
58659,0,28,48,11,3,0,8,4,0,1,1,0,5,3
58660,1,28,17,11,4,0,8,2,0,0,1,21,8,4
58661,0,21,17,11,4,0,7,5,0,2,0,2,10,3
58673,1,20,50,11,2,0,7,4,0,3,3,11,2,5
58676,1,23,5,11,4,0,6,1,0,1,0,9,2,5
58677,1,18,46,11,4,0,5,4,0,2,1,11,8,3
58687,0,23,16,11,1,0,8,2,0,3,1,6,1,4
58690,1,18,45,11,2,0,10,3,0,1,3,11,8,4
58693,0,22,2,11,1,0,5,5,0,1,1,0,1,1
58705,0,33,6,11,2,0,6,2,0,1,0,0,2,1
58710,1,20,2,11,3,0,9,2,0,3,1,11,10,5
58712,0,18,15,11,4,0,5,2,0,2,1,11,11,5
58729,1,31,44,11,3,0,8,2,0,0,0,15,0,5
58733,1,34,1,11,2,0,9,4,0,2,3,4,11,4
58737,0,18,24,11,3,0,6,2,0,2,1,11,9,4
58740,0,23,18,11,3,0,6,5,0,3,0,5,4,1
58751,0,29,8,11,1,0,5,3,0,1,0,7,6,5
58752,1,21,32,11,3,0,7,2,0,3,0,21,12,2
58753,1,34,46,11,1,0,6,3,0,1,1,4,12,4
58754,1,21,50,11,3,0,9,1,0,2,1,7,5,5
58755,0,23,9,11,4,0,5,1,0,2,1,6,4,2
58759,1,33,15,11,3,0,9,4,0,2,1,22,6,3
58760,0,25,5,11,4,0,8,1,0,3,0,1,3,2
58768,1,23,44,11,1,0,6,2,0,0,1,0,0,2
58769,0,19,25,11,2,0,5,5,0,1,1,11,10,5
58774,0,30,5,11,4,0,7,2,0,0,3,27,12,5
58775,1,26,15,11,4,0,7,3,0,2,1,20,6,5
58780,1,21,40,11,2,0,7,1,0,3,0,5,10,5
58785,1,34,33,11,4,0,5,3,0,0,3,13,8,1
58786,0,26,1,11,4,0,5,3,0,2,3,9,12,5
58797,0,19,40,11,4,0,8,4,0,0,0,11,11,4
58798,0,20,2,11,2,0,5,4,0,3,1,11,4,4
58805,1,32,48,11,5,0,5,5,0,2,1,4,1,1
58807,0,24,45,11,5,0,9,1,0,2,3,6,10,2
58813,0,23,50,11,4,0,6,5,0,2,1,7,11,1
58816,0,34,25,11,4,0,9,5,0,1,1,27,3,1
58817,1,18,50,11,3,0,9,4,0,2,1,11,7,2
58819,0,28,5,11,5,0,7,2,0,3,1,25,11,2
58824,0,29,16,11,4,0,6,5,0,1,0,18,8,2
58826,0,22,17,11,3,0,7,2,0,3,1,5,0,4
58830,1,19,24,11,5,0,8,4,0,3,3,11,7,5
58832,1,23,40,11,5,0,7,4,0,1,0,4,8,3
58838,1,27,24,11,3,0,9,2,0,3,3,27,8,5
58852,1,18,8,11,3,0,8,5,0,1,1,11,2,4
58853,0,19,50,11,3,0,8,3,0,0,0,11,12,4
58863,0,24,18,11,5,0,6,1,0,2,3,10,8,3
58873,0,28,50,11,5,0,8,4,0,2,1,9,8,4
58886,0,31,2,11,3,0,5,5,0,1,1,20,7,4
58888,0,32,51,11,1,0,5,5,0,3,3,22,0,3
58889,0,23,50,11,4,0,5,5,0,3,3,1,8,5
58892,0,18,44,11,3,0,8,4,0,1,3,11,11,5
58893,0,21,17,11,1,0,5,1,0,2,1,0,0,3
58898,0,18,17,11,4,0,5,1,0,1,3,11,7,4
58902,1,34,15,11,3,0,8,3,0,1,0,9,9,4
58903,1,22,25,11,1,0,7,2,0,3,3,10,10,2
58911,0,24,5,11,3,0,9,1,0,1,1,20,4,2
58919,0,22,50,11,3,0,7,4,0,2,1,7,6,1
58921,0,20,48,11,5,0,8,3,0,2,3,11,7,4
58928,1,18,6,11,3,0,8,4,0,3,3,11,4,1
58929,0,24,1,11,2,0,6,3,0,3,0,8,7,5
58930,0,21,45,11,5,0,8,5,0,1,3,21,7,5
58932,1,33,17,11,3,0,7,4,0,1,3,10,10,4
58945,1,28,29,11,1,0,8,4,0,3,1,19,7,2
58954,0,23,45,11,5,0,6,4,0,1,3,9,10,5
58963,0,30,45,11,1,0,6,1,0,2,1,17,7,5
58965,0,18,50,11,4,0,9,4,0,3,3,11,11,1
58968,0,27,24,11,2,0,7,2,0,3,1,27,5,1
58972,1,31,39,11,3,0,9,3,0,1,1,9,11,1
58975,0,29,24,11,3,0,9,5,0,0,3,22,10,5
58976,0,25,18,11,2,0,6,4,0,2,1,17,1,2
58978,1,24,33,11,2,0,5,3,0,2,0,11,9,4
58983,1,24,16,11,4,0,9,4,0,2,3,7,4,5
58988,1,24,16,11,5,0,7,3,0,2,1,5,10,4
59000,0,25,15,11,2,0,7,4,0,2,1,17,7,4
59002,0,24,17,11,2,0,5,2,0,1,0,7,9,4
59007,1,22,46,11,4,0,8,3,0,0,1,1,2,5
59010,1,18,3,11,1,0,9,2,0,1,3,11,7,3
59011,0,32,48,11,3,0,6,5,0,1,0,21,7,2
59014,1,28,46,11,1,0,6,5,0,2,0,25,11,1
59016,0,25,50,11,2,0,5,2,0,0,1,3,6,2
59029,0,24,24,11,3,0,6,3,0,1,1,4,5,2
59040,1,20,51,11,1,0,7,4,0,1,1,11,6,1
59049,1,25,14,11,4,0,9,1,0,2,3,10,8,5
59058,1,23,6,11,5,0,6,2,0,1,0,1,3,5
59063,0,19,50,11,4,0,9,4,0,2,3,11,3,3
59076,1,33,46,11,1,0,9,3,0,0,3,2,1,1
59077,1,26,24,11,1,0,6,5,0,0,1,17,12,3
59080,0,28,3,11,4,0,9,4,0,2,3,9,6,5
59082,1,33,3,11,3,0,9,3,0,2,0,15,11,2
59084,0,30,25,11,2,0,8,3,0,0,0,3,1,2
59091,0,21,17,11,5,0,8,1,0,0,1,9,11,4
59093,1,34,6,11,4,0,6,4,0,1,3,4,11,5
59099,1,28,49,11,3,0,6,4,0,2,1,0,11,4
59101,1,28,37,11,2,0,9,3,0,2,0,7,10,3
59103,1,23,40,11,2,0,9,5,0,3,3,6,12,4
59107,1,25,17,11,1,0,6,5,0,3,1,27,7,2
59112,1,23,39,11,3,0,6,5,0,3,3,7,4,5
59113,0,28,11,11,4,0,8,1,0,3,1,0,8,2
59121,1,27,51,11,3,0,8,2,0,2,3,4,7,1
59122,0,20,2,11,4,0,6,4,0,2,0,11,12,2
59123,1,34,51,11,4,0,6,1,0,0,3,21,10,3
59129,1,23,39,11,5,0,7,4,0,1,3,6,12,1
59133,1,33,44,11,2,0,6,4,0,0,0,0,8,4
59134,0,31,9,11,3,0,8,2,0,1,3,9,10,5
59138,1,24,40,11,5,0,7,1,0,3,0,12,8,5
59140,1,33,51,11,5,0,7,2,0,2,1,2,10,4
59143,0,33,44,11,4,0,8,4,0,2,1,2,11,4
59155,1,28,45,11,5,0,6,5,0,1,1,16,7,3
59159,0,18,15,11,5,0,7,3,0,1,1,11,11,2
59161,0,20,3,11,5,0,7,2,0,3,3,11,4,5
59174,1,27,45,11,1,0,6,4,0,2,1,25,12,2
59177,0,21,1,11,4,0,6,1,0,2,3,6,12,1
59179,1,28,17,11,5,0,8,2,0,2,1,4,9,1
59188,0,34,11,11,5,0,9,1,0,2,3,10,12,5
59205,0,18,3,11,5,0,6,4,0,2,1,11,7,2
59209,1,29,33,11,4,0,7,5,0,3,3,21,11,5
59212,1,29,11,11,5,0,7,1,0,0,1,10,4,3
59214,1,30,5,11,1,0,7,4,0,1,0,8,2,2
59221,0,29,16,11,5,0,7,2,0,0,1,22,12,5
59229,1,26,39,11,5,0,5,2,0,3,1,5,10,2
59230,0,34,45,11,5,0,7,2,0,3,1,2,8,5
59252,0,20,3,11,3,0,8,3,0,2,0,11,6,4
59253,0,27,3,11,2,0,8,2,0,0,3,4,1,4
59261,1,32,38,11,3,0,5,3,0,2,1,20,8,5
59262,1,29,50,11,4,0,5,5,0,0,1,3,11,3
59266,1,33,37,11,1,0,5,4,0,0,0,22,6,4
59268,0,23,46,11,5,0,5,3,0,1,1,4,3,4
59274,0,25,17,11,4,0,6,3,0,1,3,2,10,4
59283,1,24,45,11,1,0,7,2,0,2,0,25,8,3
59293,1,26,45,11,5,0,5,1,0,2,1,3,6,5
59294,1,24,37,11,4,0,9,2,0,3,1,15,11,4
59300,1,21,37,11,1,0,8,5,0,3,0,14,5,3
59301,1,34,14,11,2,0,8,4,0,0,1,17,12,2
59302,1,31,46,11,3,0,5,4,0,0,3,2,8,5
59311,1,19,37,11,1,0,9,4,0,2,0,11,9,5
59315,1,26,17,11,3,0,9,4,0,0,3,1,8,4
59350,1,34,1,11,5,0,9,1,0,3,2,4,4,5
59354,1,29,51,11,5,0,9,2,0,1,0,25,0,2
59359,1,34,50,11,1,0,7,5,0,1,3,6,8,5
59368,1,28,24,11,3,0,8,4,0,2,0,8,1,2
59373,1,28,9,11,3,0,9,2,0,3,0,22,5,2
59375,0,27,21,11,3,0,5,2,0,0,1,0,2,2
59380,0,32,44,11,4,0,8,1,0,3,3,19,9,3
59382,1,33,49,11,1,0,9,3,0,3,0,12,10,5
59389,0,28,48,11,4,0,5,2,0,2,3,6,11,5
59395,1,20,3,11,4,0,8,4,0,2,0,11,3,4
59408,0,28,1,11,3,0,8,4,0,2,0,5,7,3
59414,1,34,17,11,3,0,9,5,0,1,0,2,11,1
59430,0,33,40,11,3,0,6,3,0,1,1,13,0,3
59433,1,31,44,11,3,0,9,4,0,1,3,16,6,4
59436,0,28,29,11,2,0,5,3,0,0,0,0,8,1
59447,0,18,46,11,5,0,8,3,0,3,3,11,3,4
59452,1,33,29,11,2,0,7,4,0,3,0,25,11,3
59459,1,20,11,11,2,0,6,3,0,1,3,11,4,3
59461,1,24,38,11,2,0,7,4,0,1,3,4,2,2
59462,0,32,24,11,5,0,8,4,0,1,1,3,12,2
59478,1,29,32,11,5,0,5,5,0,1,0,22,11,5
59479,0,22,1,11,5,0,8,5,0,2,1,5,7,3
59482,0,18,16,11,4,0,7,5,0,0,3,11,2,3
59487,1,23,48,11,1,0,7,5,0,2,0,8,2,2
59489,1,27,11,11,3,0,7,1,0,3,3,25,7,5
59491,1,28,5,11,1,0,5,3,0,3,3,3,10,3
59492,1,25,49,11,3,0,9,2,0,2,3,5,11,4
59494,1,29,1,11,4,0,5,5,0,3,1,16,2,3
59499,1,33,40,11,4,0,8,1,0,2,3,25,12,3
59502,0,20,6,11,1,0,7,2,0,1,3,11,6,3
59511,1,25,2,11,5,0,9,3,0,0,3,25,7,2
59514,1,33,39,11,2,0,7,4,0,3,3,14,8,4
59515,0,26,33,11,4,0,9,2,0,2,1,2,10,5
59516,0,21,48,11,3,0,9,2,0,0,0,21,1,1
59517,1,18,25,11,4,0,6,5,0,0,0,11,9,4
59519,0,22,1,11,4,0,9,1,0,0,3,20,6,5
59523,1,19,33,11,3,0,7,4,0,2,3,11,9,2
59533,0,33,49,11,4,0,6,4,0,2,3,5,7,1
59536,0,19,5,11,3,0,8,5,0,2,0,11,0,5
59541,1,31,21,11,1,0,7,5,0,2,1,25,11,2
59546,0,25,46,11,3,0,7,4,0,1,3,2,3,1
59553,1,33,1,11,2,0,6,4,0,3,1,0,8,1
59555,1,29,16,11,3,0,9,4,0,2,1,18,10,5
59556,0,32,17,11,2,0,5,5,0,2,1,19,10,4
59564,0,23,44,11,1,0,9,3,0,1,0,14,11,4
59570,1,34,33,11,1,0,9,1,0,1,0,17,12,3
59575,1,31,6,11,5,0,8,4,0,2,3,12,12,5
59580,0,19,40,11,5,0,8,4,0,0,3,11,7,4
59581,1,28,45,11,1,0,6,5,0,3,3,2,0,2
59585,1,29,25,11,4,0,7,2,0,1,3,0,11,4
59586,1,32,11,11,5,0,8,1,0,0,1,11,11,4
59587,1,33,38,11,4,0,9,4,0,1,0,7,4,2
59597,1,30,25,11,2,0,5,5,0,3,1,11,10,2
59598,1,25,38,11,2,0,8,3,0,3,0,2,7,1
59600,0,22,16,11,1,0,5,5,0,0,0,25,4,4
59605,0,28,29,11,3,0,7,5,0,2,3,27,11,2
59612,0,30,18,11,3,0,8,4,0,1,0,9,9,1
59622,0,23,48,11,2,0,9,5,0,1,1,25,9,3
59623,0,32,50,11,5,0,9,4,0,3,1,27,0,2
59628,1,30,33,11,3,0,6,5,0,3,3,15,10,1
59633,0,32,14,11,3,0,9,2,0,0,3,25,7,2
59641,1,20,29,11,1,0,5,4,0,0,0,11,12,5
59642,1,21,38,11,5,0,8,1,0,3,3,2,8,4
59643,1,29,3,11,2,0,9,3,0,2,0,16,4,2
59647,1,33,40,11,4,0,9,1,0,0,1,7,4,5
59652,1,28,6,11,4,0,9,2,0,1,1,17,2,3
59653,0,19,51,11,1,0,7,2,0,1,1,11,8,5
59654,1,33,38,11,3,0,8,2,0,1,0,3,12,3
59655,1,26,33,11,4,0,8,2,0,1,3,16,12,3
59657,1,32,9,11,3,0,6,3,0,2,3,20,2,5
59659,1,32,8,11,5,0,5,1,0,0,3,27,11,5
59661,0,27,46,11,1,0,8,4,0,1,0,16,11,1
59670,0,26,17,11,3,0,8,4,0,1,3,1,1,1
59671,1,24,21,11,3,0,9,2,0,3,3,10,10,5
59678,1,18,33,11,5,0,6,4,0,2,3,11,7,5
59679,1,28,51,11,4,0,7,2,0,0,1,14,10,5
59681,1,25,48,11,5,0,9,4,0,2,3,15,2,3
59682,1,22,46,11,1,0,6,4,0,3,3,14,2,3
59687,1,28,16,11,1,0,8,2,0,1,1,14,12,2
59693,1,33,5,11,4,0,9,1,0,1,3,22,7,1
59695,1,23,29,11,3,0,5,1,0,2,0,4,7,4
59696,1,33,33,11,4,0,8,1,0,1,3,22,12,4
59698,1,18,1,11,4,0,9,3,0,0,0,11,10,4
59704,1,24,11,11,3,0,8,3,0,2,3,0,6,3
59715,0,22,2,11,5,0,5,5,0,1,1,2,1,5
59718,0,28,5,11,4,0,8,4,0,1,3,9,11,2
59719,1,33,16,11,5,0,6,4,0,2,3,2,4,5
59721,1,34,38,11,5,0,9,4,0,3,0,18,10,3
59722,0,21,15,11,4,0,7,2,0,0,0,25,8,2
59723,0,28,44,11,3,0,8,3,0,1,1,25,10,4
59729,0,30,9,11,3,0,8,1,0,3,1,21,4,3
59731,1,27,29,11,5,0,5,3,0,0,3,1,12,4
59743,1,28,6,11,4,0,6,2,0,2,3,2,10,5
59744,0,34,44,11,4,0,9,3,0,3,3,22,8,1
59748,0,26,45,11,4,0,6,3,0,1,1,0,8,1
59753,0,19,16,11,2,0,5,5,0,2,1,11,6,3
59754,1,29,25,11,4,0,6,4,0,0,1,25,11,5
59757,1,34,46,11,1,0,9,4,0,1,0,17,10,1
59765,0,20,25,11,5,0,5,4,0,0,3,11,10,2
59767,0,33,16,11,3,0,6,1,0,2,0,17,10,5
59771,0,24,33,11,4,0,9,2,0,1,0,11,6,5
59773,0,29,6,11,2,0,9,5,0,2,0,8,0,3
59781,1,23,33,11,5,0,9,2,0,1,1,7,5,2
59799,0,27,17,11,2,0,6,3,0,3,1,18,11,5
59805,0,27,21,11,4,0,9,2,0,0,1,4,4,1
59810,1,18,39,11,3,0,5,2,0,3,1,11,11,2
59813,1,24,5,11,1,0,7,3,0,3,0,12,4,3
59816,1,22,15,11,5,0,7,5,0,0,0,6,10,3
59819,1,20,39,11,5,0,6,4,0,0,3,11,8,4
59828,0,21,29,11,1,0,5,5,0,2,0,18,8,3
59830,1,21,25,11,1,0,8,4,0,1,0,3,11,5
59845,1,33,18,11,3,0,6,2,0,1,3,19,12,5
59856,0,28,46,11,4,0,8,2,0,0,3,1,8,2
59865,0,19,1,11,1,0,6,1,0,3,3,11,7,5
59867,0,31,38,11,5,0,5,2,0,2,1,20,0,2
59877,0,27,9,11,1,0,9,2,0,3,1,19,6,2
59879,1,19,50,11,3,0,5,4,0,3,3,11,10,4
59883,0,31,16,11,2,0,7,1,0,2,3,2,12,5
59886,1,23,25,11,2,0,9,4,0,1,1,2,7,2
59892,1,28,48,11,1,0,7,4,0,2,0,4,7,5
59896,1,24,9,11,4,0,5,5,0,2,0,4,6,3
59912,1,22,18,11,3,0,7,3,0,3,0,21,10,2
59915,1,25,1,11,3,0,9,2,0,2,3,19,11,4
59918,1,19,5,11,5,0,8,4,0,0,1,11,5,2
59924,1,25,32,11,3,0,9,1,0,1,3,3,11,5
59928,1,18,25,11,1,0,6,1,0,1,0,11,7,4
59929,1,34,40,11,1,0,6,3,0,1,3,4,8,3
59931,1,28,25,11,3,0,7,2,0,1,0,5,2,4
59937,1,29,37,11,5,0,8,1,0,1,0,9,3,5
59939,0,19,11,11,4,0,9,1,0,2,1,11,12,2
59946,0,20,6,11,3,0,7,4,0,0,0,11,10,3
59956,0,18,48,11,5,0,8,4,0,3,0,11,8,2
59965,0,27,25,11,1,0,9,5,0,0,1,12,5,4
59970,0,25,5,11,4,0,9,5,0,1,3,21,9,5
59973,0,25,18,11,5,0,5,1,0,2,3,4,10,2
59974,1,29,3,11,2,0,9,5,0,1,0,19,3,5
59980,0,22,6,11,2,0,7,4,0,3,3,21,12,4
59983,0,30,33,11,1,0,6,4,0,0,1,14,12,2
59986,0,18,45,11,1,0,8,4,0,1,1,11,12,1
59990,0,24,17,11,3,0,7,4,0,1,3,1,6,5
59993,1,25,40,11,5,0,8,5,0,1,0,16,11,4
59998,1,18,38,11,3,0,5,4,0,2,3,11,3,2
59999,1,31,32,11,1,0,9,5,0,0,1,19,1,1
60007,0,19,8,11,3,0,6,5,0,3,1,11,7,3
60008,1,33,6,11,1,0,5,1,0,0,0,24,9,1
60012,1,29,15,11,1,0,7,2,0,3,1,25,4,4
60013,0,20,39,11,3,0,6,3,0,0,0,11,0,4
60015,1,26,39,11,3,0,9,2,0,3,0,4,12,3
60034,0,28,39,11,1,0,6,2,0,1,3,17,1,3
60037,1,32,50,11,2,0,8,4,0,3,1,7,7,3
60038,0,20,25,11,5,0,6,1,0,0,1,11,10,5
60039,1,33,8,11,5,0,8,5,0,2,1,17,9,5
60040,0,19,3,11,3,0,7,5,0,0,1,11,12,5
60047,1,21,40,11,1,0,9,4,0,1,1,14,9,1
60049,1,23,45,11,1,0,8,3,0,3,1,21,12,4
60050,1,27,39,11,3,0,6,3,0,0,1,9,10,5
60051,1,29,25,11,2,0,6,3,0,3,1,23,3,1
60072,0,20,39,11,1,0,9,5,0,1,1,11,3,4
60087,1,34,3,11,3,0,8,4,0,2,0,19,7,2
60089,0,19,2,11,4,0,8,1,0,1,0,11,7,4
60095,1,21,33,11,3,0,8,4,0,1,0,2,10,5
60112,1,22,6,11,1,0,5,5,0,1,3,5,11,4
60118,1,24,14,11,2,0,9,1,0,3,1,5,4,3
60119,0,25,46,11,4,0,7,4,0,2,1,7,8,3
60123,0,18,50,11,5,0,5,4,0,2,3,11,7,3
60125,0,23,1,11,3,0,8,2,0,3,1,27,3,4
60139,0,20,29,11,3,0,5,5,0,0,0,11,0,5
60140,0,28,16,11,5,0,6,2,0,3,3,12,3,3
60144,0,34,9,11,2,0,9,5,0,2,1,11,10,3
60147,1,25,11,11,5,0,5,4,0,2,3,0,2,3
60148,1,29,15,11,2,0,9,4,0,1,1,1,10,4
60149,1,31,45,11,2,0,9,4,0,3,0,1,7,3
60165,0,27,6,11,4,0,5,5,0,1,1,3,5,1
60167,1,18,5,11,5,0,6,5,0,0,3,11,2,4
60188,1,20,40,11,5,0,9,2,0,0,3,11,3,4
60193,0,27,24,11,5,0,7,1,0,1,0,17,11,3
60204,0,24,48,11,5,0,9,1,0,1,1,5,4,3
60205,1,34,51,11,1,0,7,1,0,0,0,16,8,3
60208,0,24,5,11,1,0,6,1,0,2,0,20,5,4
60212,0,29,50,11,2,0,8,4,0,2,1,4,11,1
60218,0,28,48,11,5,0,8,4,0,0,1,22,10,2
60220,1,21,37,11,2,0,5,1,0,2,3,7,11,5
60222,0,20,18,11,3,0,5,5,0,2,1,11,7,4
60227,0,20,6,11,2,0,8,4,0,0,0,11,9,1
60231,1,20,1,11,4,0,8,4,0,3,1,11,7,4
60234,0,24,14,11,4,0,9,2,0,2,3,0,8,5
60241,0,24,44,11,3,0,5,4,0,3,1,2,10,5
60242,1,34,39,11,1,0,9,2,0,1,3,21,3,3
60244,0,22,21,11,1,0,9,2,0,2,3,9,5,4
60250,0,29,44,11,2,0,7,5,0,0,1,18,0,2
60257,1,31,21,11,2,0,9,5,0,3,1,22,9,5
60261,1,33,1,11,4,0,6,1,0,0,3,2,1,4
60274,0,29,2,11,1,0,5,5,0,1,3,0,4,1
60279,0,29,14,11,5,0,8,5,0,3,3,16,6,4
60284,0,26,2,11,4,0,8,5,0,0,3,4,0,2
60294,1,32,5,11,3,0,9,4,0,2,3,7,0,4
60298,1,19,14,11,3,0,6,1,0,1,0,11,4,4
60308,1,19,2,11,3,0,8,1,0,3,3,11,4,5
60311,0,23,50,11,5,0,5,5,0,3,3,5,4,5
60313,1,20,2,11,3,0,6,3,0,1,3,11,6,4
60324,0,28,11,11,4,0,6,1,0,1,0,1,3,1
60328,1,19,44,11,2,0,7,1,0,1,3,11,12,5
60333,1,18,29,11,5,0,6,3,0,3,1,11,11,4
60339,0,20,50,11,5,0,9,4,0,0,0,11,6,5
60343,1,33,24,11,1,0,8,3,0,0,3,14,2,2
60352,1,26,33,11,4,0,6,3,0,3,1,4,2,1
60358,1,28,24,11,3,0,6,5,0,3,0,7,7,3
60359,1,20,25,11,3,0,5,1,0,1,1,11,9,1
60370,0,24,5,11,3,0,8,4,0,1,0,20,5,5
60376,0,21,1,11,2,0,8,2,0,1,1,2,1,5
60379,1,19,17,11,3,0,7,4,0,3,3,11,8,5
60381,1,33,44,11,3,0,7,5,0,0,0,27,1,1
60382,1,30,14,11,2,0,8,2,0,1,3,15,9,5
60387,1,20,45,11,2,0,6,3,0,1,3,11,12,1
60389,1,23,14,11,5,0,8,5,0,2,3,21,12,1
60391,1,22,2,11,3,0,5,2,0,3,0,25,12,4
60403,1,27,2,11,5,0,9,2,0,2,3,26,10,3
60410,1,19,37,11,2,0,6,1,0,2,0,11,11,4
60413,0,25,1,11,3,0,9,4,0,0,1,9,10,4
60414,0,25,44,11,1,0,7,4,0,2,1,17,9,2
60415,1,27,9,11,3,0,6,4,0,1,1,10,4,4
60417,1,27,16,11,4,0,9,5,0,2,3,1,11,5
60425,1,19,21,11,3,0,9,1,0,1,3,11,11,4
60427,1,25,50,11,4,0,7,5,0,0,3,22,6,5
60433,1,32,11,11,1,0,7,3,0,1,1,21,10,4
60437,1,23,5,11,3,0,7,1,0,2,1,25,9,5
60439,0,20,40,11,5,0,8,2,0,2,3,11,8,4
60441,1,30,17,11,1,0,8,2,0,2,1,10,10,2
60442,1,19,24,11,5,0,9,3,0,0,3,11,6,4
60443,1,21,44,11,3,0,8,4,0,1,3,11,1,4
60451,0,32,39,11,4,0,7,5,0,1,3,20,10,5
60452,1,21,21,11,4,0,5,1,0,2,1,17,2,1
60453,1,18,15,11,5,0,6,4,0,2,1,11,3,1
60454,0,31,18,11,2,0,9,4,0,0,3,7,7,5
60464,1,24,24,11,3,0,6,5,0,0,3,11,10,5
60466,1,25,1,11,1,0,6,1,0,2,0,6,10,5
60470,0,27,6,11,5,0,9,2,0,2,1,24,9,5
60478,1,23,46,11,3,0,9,2,0,2,1,1,9,1
60481,0,21,38,11,4,0,8,5,0,3,1,1,9,4
60484,1,27,46,11,4,0,9,2,0,1,3,19,4,2
60498,1,34,51,11,1,0,5,4,0,0,1,20,6,4
60501,1,25,6,11,4,0,5,2,0,1,1,15,6,2
60502,0,21,48,11,4,0,6,5,0,3,3,5,3,3
60503,0,24,6,11,5,0,8,2,0,0,3,4,12,4
60504,0,18,25,11,1,0,6,1,0,1,1,11,1,2
60517,1,20,5,11,3,0,8,4,0,1,1,11,11,3
60519,1,34,1,11,5,0,5,4,0,0,3,13,9,3
60520,0,24,32,11,3,0,6,2,0,2,1,8,4,1
60534,0,22,3,11,2,0,8,5,0,3,1,1,3,5
60535,0,18,16,11,3,0,7,1,0,2,1,11,2,1
60548,0,26,48,11,3,0,7,1,0,2,0,17,12,4
60554,0,29,16,11,3,0,9,4,0,0,0,23,11,1
60561,0,26,6,11,1,0,8,2,0,1,3,12,7,3
60565,0,28,38,11,5,0,8,4,0,0,3,0,11,5
60570,0,29,45,11,1,0,9,5,0,2,1,12,5,1
60572,1,27,8,11,3,0,5,4,0,3,1,5,2,4
60575,1,33,32,11,3,0,8,5,0,2,1,2,10,5
60580,1,29,48,11,2,0,5,4,0,2,0,12,11,5
60585,0,33,37,11,3,0,5,2,0,2,1,15,5,1
60591,1,25,40,11,4,0,6,4,0,0,0,15,6,1
60596,1,33,33,11,2,0,6,1,0,2,0,20,5,4
60602,0,26,25,11,1,0,9,3,0,1,1,10,7,3
60605,0,31,6,11,5,0,8,2,0,1,0,13,12,2
60606,0,19,29,11,3,0,7,4,0,2,1,11,2,1
60608,1,32,46,11,3,0,5,2,0,0,1,4,8,1
60616,1,27,38,11,3,0,9,1,0,1,0,3,10,5
60621,0,19,25,11,4,0,8,5,0,3,0,11,3,2
